Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Pemetrexed	Y	Y	N		N	2004	Y	<a href="https://go.drugbank.com/drugs/DB00642">DB00642</a>	L01BA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL225072">CHEMBL225072</a>	Mesothelioma; Ovarian Cancer; Pleural Mesotheliomas; Urothelial carcinoma ureter metastatic; Locally advanced nonsquamous non-small cell lung cancer; Metastatic nonsquamous non-small cell lung cancer; Recurrent, IV-B Cervical cancer; Unresectable Thymoma	RRM1; CAMKK2; DHFR; EGFR; ALK; TYMS; VEGFA; SLC22A8; ATIC; SLC46A1; GCGR; ROS1; MTHFR; CD274; GART; KRAS; FOLR3; GGH; EXO1; PTEN; MTHFD1; XRCC1; ABCC2; ERCC2; SLC19A1	2024-07-25	
Pemigatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15102">DB15102</a>	L01EN02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297522">CHEMBL4297522</a>	Unresectable, locally advanced Cholangiocarcinomas; Unresectable, metastatic Cholangiocarcinomas	FGFR3; FGFR2; DPYSL3; DR1; DPYSL2; FGFR1	2024-07-24	
Pentostatin	N	N	Y		N	1991	Y	<a href="https://go.drugbank.com/drugs/DB00552">DB00552</a>	L01XX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1580">CHEMBL1580</a>	B-Lymphocytic, prolymphocytic leukemia (Kiel Classification) refractory; Chronic Lymphocytic Leukaemia (CLL); Hairy Cell Leukemia (HCL); Mycosis Fungoides (MF); Sezary Syndrome	CCR1; PRKAA1; ADA	2024-07-24	
Pertuzumab	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB06366">DB06366</a>	L01FD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2007641">CHEMBL2007641</a>	Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer		2024-07-24	
Pertuzumab, Trastuzumab, Hyaluronidase	Y	Y	N		N	2020		<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01XY02				2021-10-28	
Pipobroman	N	N	Y		N	1966		<a href="https://go.drugbank.com/drugs/DB00236">DB00236</a>	L01AX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1585">CHEMBL1585</a>		NFE2L2; KDM4E; ALDH1A1	2024-07-24	
Pirarubicin	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB11616">DB11616</a>	L01DB08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2354444">CHEMBL2354444</a>		ABCC1; KMT2A; POLK; MYCN; FEN1; TP53; GLS; HTT; USP1	2024-07-24	
Pirtobrutinib	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB17472">DB17472</a>	L01EL05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650485">CHEMBL4650485</a>	Refractory Mantle Cell Lymphoma (MCL), Relapsed Mantle Cell Lymphoma	BTK; TP53; EFNB2; IGH	2024-07-24	
Pixantrone	Y	N	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB06193">DB06193</a>	L01DB11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL167731">CHEMBL167731</a>	Non-Hodgkin&#39;s Lymphoma, Relapsed; Refractory Non-Hodgkin&#39;s lymphoma	TOP2A	2024-02-07	
Polatuzumab Vedotin	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12240">DB12240</a>	L01FX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301582">CHEMBL3301582</a>	Diffuse Large B-Cell Lymphoma (DLBCL)	CD79B; TUBB4A; TUBB8; TUBA1B; TUBB4B; BCL6; BCL2; TUBB2A; TUBB; TUBA3E; TUBA1C; TUBB3; TUBB6; TUBB2B; TUBB1; TUBA1A; TUBA3C; MYC; TUBA4A	2024-07-24	
Polyestradiol Phosphate	N	N	Y		N	1957		<a href="https://go.drugbank.com/drugs/DB09369">DB09369</a>	L02AA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201477">CHEMBL1201477</a>		ESR1; NOS1; AFP	2024-07-24	
Pomalidomide	Y	Y	N		N	2013	Y	<a href="https://go.drugbank.com/drugs/DB08910">DB08910</a>	L04AX06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL43452">CHEMBL43452</a>	Refractory Multiple Myeloma	CRBN; RBX1; CUL4A; DDB1	2024-07-24	
Ponatinib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08901">DB08901</a>	L01EA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1171837">CHEMBL1171837</a>	Accelerated phase chronic myologenic leukemia; Acute Lymphoblastic Leukaemias (ALL); Chronic Phase Chronic Myeloid Leukemia; Blast phase Chronic myelocytic leukemia	FGFR1; ABL1; FLT3; CDK19; FAP; FGFR3; BCR; PDGFRA; ABL2; FGFR2; KRAS; PDGFRB; ABI1; KIT; EIF4EP1; EML4; FANCG; SRC; PTK2B; RIPK2; YES1; FGFR4; BRAF; KDR; RET	2024-07-24	
Porfimer	Y	Y	N		N	1995	N	<a href="https://go.drugbank.com/drugs/DB00707">DB00707</a>	L01XD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201481">CHEMBL1201481</a>	Esophageal Cancers; Completely obstructive Non-small cell lung cancer; Microinvasive endobrachial Non-small cell lung cancer; Partially obstructive Non-small cell lung cancer		2020-09-17	
Pralatrexate	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06813">DB06813</a>	L01BA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201746">CHEMBL1201746</a>	Cutaneous T-Cell Lymphoma (CTCL); Relapsed Peripheral T-Cell Lymphoma; Refractory Peripheral T-cell Lymphoma Unspecified	DHFR; PDF; RFC1	2024-07-24	
Pralsetinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15822">DB15822</a>	L01EX23	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297597">CHEMBL4297597</a>	Metastatic RET-fusion Non Small Cell Lung Cancer	EML4; HRAS; DRD2; KIF5B; CCDC6; PTK2B; RET	2024-07-24	
Prednisolone	Y	Y	N		Y	1955	Y	<a href="https://go.drugbank.com/drugs/DB00860">DB00860</a>	S03BA02; S02BA03; S01CB02; S01BA04; R01AD02; H02AB06; D07XA02; D07AA03; C05AA04; A07EA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL131">CHEMBL131</a>	Hypercalcemia of Malignancy; Leukemia, Acute; Malignant Lymphomas; Mycosis Fungoides (MF)	LCAT; PNPLA3; CYP3A4; ALPP; NR3C1; DSE; NFE2L2; FCGR3A; FCGR3B; CYBA; MTHFR; TSPYL1; GATA3; AR; RAC2; NR3C2; CYP3A5; BDM; TAT; G6PD; HMGB1; BGLAP; RPS19; CD34; PLG; TG; ANXA1; BAX	2024-07-25	
Prednisone	N	Y	Y		N	1955	Y	<a href="https://go.drugbank.com/drugs/DB00635">DB00635</a>	H02AB07; A07EA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL635">CHEMBL635</a>	Acute Lymphoblastic Leukaemias (ALL); Aggressive Lymphoma; Hypercalcemia of Malignancy; Leukemia, Acute; Leukemias; Malignant Lymphomas; Metastatic Castration Resistant Prostate Cancer; Mycosis Fungoides (MF)	BMP7; TYMS; GSTM1; GSTP1; MIR4268; MC2R; NOS3; DOK5; ITGB2; TG; CXCL12; CYP3A5; CALCA; CYP3A4; VWF; MIR3117; CYP2C9; SLC19A1; TYMSOS; GSTA1; TPMT; IFNG; CYP1A2; GATA3; PTPRC; APOE; LINC00251; NCF4; AR; MYC; MBP; HSD17B10; NR3C1; NFATC1; CTLA4; CYBA; EDNRA; ABCB1; ATF5; BDM; ANXA1; CYP2D6; CYP2C19	2024-07-25	
Procarbazine	N	Y	Y		Y	1969	N	<a href="https://go.drugbank.com/drugs/DB01168">DB01168</a>	L01XB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1321">CHEMBL1321</a>	Non-Hodgkin&#39;s Lymphoma (NHL); Oligodendrogliomas; Primary Central Nervous System Lymphoma (PCNSL); Stage III Hodgkin&#39;s Disease; Stage IV Hodgkin&#39;s Disease	CYP1A2; BAX; EPM2AIP1; CSF2; ALOX15	2024-07-24	
Quizartinib	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB12874">DB12874</a>	L01EX11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/ CHEMBL576982"> CHEMBL576982</a>	Newly Diagnosed Acute Myeloid Leukemia (AML)	DNMT3A; RET; FLT3; DPP6; TET2; DPYD; CSF1R; FGF2; DPYS; PTK2B; DPP4; DPT; KIT; PDGFRB; JAK3; NRAS; PDGFRA; CBL; IDH2	2024-07-24	
Racotumomab	N	N	N	Cuba, Argentina	N			<a href="https://go.drugbank.com/drugs/DB13045">DB13045</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743059">CHEMBL1743059</a>			2020-09-17	
Radium 223 Dichloride	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08913">DB08913</a>	V10XX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2107816">CHEMBL2107816</a>	Castration resistant, metastatic Prostate cancer		2020-09-17	
Raltitrexed	N	N	Y	Canada	N	1996	N	<a href="https://go.drugbank.com/drugs/DB00293">DB00293</a>	L01BA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL225071">CHEMBL225071</a>	Advanced Colorectal Cancer; Pleural Mesotheliomas	CDK2; TYMS; CDKN1B; SLC19A1; ALB; GCGR; DHFR	2024-07-24	
Ramucirumab	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB05578">DB05578</a>	L01FG02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743062">CHEMBL1743062</a>	Advanced Gastric Cancer; Advanced gastro-esophageal junction adenocarcinoma; Refractory, metastatic Colorectal cancer; Refractory, metastatic Non small cell lung cancer	KDR; PDGFRA; EGFR; KRAS; DRD2; ALK	2024-07-24	
Ranimustine	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB13832">DB13832</a>	L01AD07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2105348">CHEMBL2105348</a>			2020-09-22	
Realgar-Indigo Naturalis Formulation	N	N	N	China	Y	2009		<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01XX27		Acute promyelocytic leukaemia		2021-03-10	
Regorafenib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08896">DB08896</a>	L01EX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1946170">CHEMBL1946170</a>	Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor	PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4	2024-07-24	
Relatlimab ,  Nivolumab	Y	Y	N		N	2022		<a href="https://go.drugbank.com/drugs/DB14851">DB14851</a>	L01XY03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3990044">CHEMBL3990044</a>; <a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108738">CHEMBL2108738</a>	Metastatic Melanoma, Unresectable Melanoma		2024-07-25	
Relugolix	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB11853">DB11853</a>	L02BX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1800159">CHEMBL1800159</a>	Advanced Prostate Cancer	GNRHR; LHCGR	2024-02-07	
Repotrectinib	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16826">DB16826</a>	L01EX28	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298138">CHEMBL4298138</a>	locally active or metastatic non-small cell lung cancer	EML4; NTRK3; ALK; ROS1; DTX1; NTRK1; DRG2; EPHB2; DRD5P2; HBEGF; DRD5P1	2024-07-24	
Retifanlimab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15766">DB15766</a>	L01FF10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298037">CHEMBL4298037</a>	Metastatic Locally Advanced Merkel Cell Carcinoma, Recurrent, locally advanced Merkel Cell Carcinoma	GM2A	2024-07-24	
Ribociclib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11730">DB11730</a>	L01EF02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545110">CHEMBL3545110</a>	Advanced Breast Cancer; Metastatic Breast Cancer	CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A	2024-07-24	
Ripretinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14840">DB14840</a>	L01EX19	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4216467">CHEMBL4216467</a>	Advanced Gastrointestinal Stromal Tumor (GIST)	CYP3A4; KIT; PDGFRB; PDGFRA; DPT	2024-07-24	
Rituximab	Y	Y	N		Y	1997	N	<a href="https://go.drugbank.com/drugs/DB00073">DB00073</a>	L01FA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201576">CHEMBL1201576</a>	Chronic Lymphocytic Leukaemia (CLL); Non-Hodgkin&#39;s Lymphoma (NHL)	ABCB1; ERBB2; TET2; MS4A1; KRAS; FCGR3A; CYBA; ARID1A; IFNG; IL2; NCF4; GATM; CD274; RPS19; PIK3CA; TGFB1; CD38; EGFR; EN1; GMPR; JAK2; PIK3CG; PGR; EPCAM; NRG1; CBR3; PPCDC; IL6; MET; ANXA1; TP53; FCGR2A; GSTA1; HSPB2; CXCL12; AKT2; XIAP; RNF8; HGF; ESR1; ERBB3; CXCL13; PTEN; BIRC5; ESR2	2024-07-24	
Rituximab, Hyaluronidase	N	Y	N		N	1997	N	<a href="https://go.drugbank.com/drugs/DB00073">DB00073</a>	L01XC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201576">CHEMBL1201576</a>	Chronic Lymphocytic Leukaemia (CLL); Non-Hodgkin&#39;s Lymphoma (NHL)	ABCB1; ERBB2; TET2; MS4A1; KRAS; FCGR3A; CYBA; ARID1A; IFNG; IL2; NCF4; GATM; CD274; RPS19; PIK3CA; TGFB1; CD38; EGFR; EN1; GMPR; JAK2; PIK3CG; PGR; EPCAM; NRG1; CBR3; PPCDC; IL6; MET; ANXA1; TP53; FCGR2A; GSTA1; HSPB2; CXCL12; AKT2; XIAP; RNF8; HGF; ESR1; ERBB3; CXCL13; PTEN; BIRC5; ESR2	2024-07-24	
Romidepsin	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06176">DB06176</a>	L01XH02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL343448">CHEMBL343448</a>	Refractory peripheral cutaneous T-cell lymphoma	BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7	2024-07-24	
Rucaparib	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB12332">DB12332</a>	L01XK03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1173055">CHEMBL1173055</a>	Advanced Ovarian Cancer	PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2	2024-07-24	
Ruxolitinib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB08877">DB08877</a>	L01EJ01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1789941">CHEMBL1789941</a>	Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera	JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3	2024-07-24	
Sacituzumab Govitecan	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12893">DB12893</a>	L01FX17	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545262">CHEMBL3545262</a>	Metastatic Triple-negative Breast Cancer	ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2	2024-07-24	
Selinexor	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB11942">DB11942</a>	L01XX66	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545185">CHEMBL3545185</a>	Refractory Multiple Myeloma	FLT3; TET2; TP53; XPO1; H2AX	2024-07-24	
Selpercatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15685">DB15685</a>	L01EX22	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4559134">CHEMBL4559134</a>	Advanced RET-fusion thyroid cancer; Advanced RET-mutant medullary thyroid cancer; Metastatic RET-fusion Non Small Cell Lung Cancer; Metastatic RET-fusion thyroid cancer; Metastatic RET-mutant medullary thyroid cancer	RET; KIF5B; PTK2B; CCDC6	2024-07-24	
Sipuleucel-T	N	Y	N		N	2010	N	<a href="https://go.drugbank.com/drugs/DB06688">DB06688</a>	L03AX17	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1237024">CHEMBL1237024</a>	Asymptomatic, metastatic hormone-refractory Prostate cancer; Minimally symptomatic, metastatic hormone-refractory Prostate cancer	ACP3	2024-02-07	
Sonidegib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09143">DB09143</a>	L01XJ02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2105737">CHEMBL2105737</a>	Refractory, locally advanced Basal cell carcinoma	PTCH1; SMO; ALOX12; SUFU; FLT3; MYCN	2024-07-24	
Sorafenib	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/DB00398">DB00398</a>	L01EX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1336">CHEMBL1336</a>	Advanced Renal Cell Carcinoma; Gastrointestinal Stromal Tumors; Hemangiosarcoma; Unresectable Hepatocellular Carcinoma; Locally recurrent refractory to radioactive iodine treatment Thyroid carcinoma; Metastatic refractory to radioactive iodine treatment Thyroid carcinoma	DPP6; RAF1; BRAF; CDK19; PLK4; KDR; FLT3; FLT4; RET; MAPK13; ARID1A; VEGFB; SLK; PRKCE; KIT; PDGFRB; MC4R; MAPK14; CAMK2B; KRAS; DYRK3; JAK3; NRAS; MAP3K20; ABCC2; MAP2K6; FGFR1; MAPK4; ARAF; HIPK4; FLT1; ATXN2; PDGFRA; MAP2K1; MAPK10; ABCB1; VEGFC; EFNA2; TP53; EGFR; MAPK11; FGFR3; CSF1R; MAPK12; VHL; DPT; FAH; JAK1; RPS6KB1; TAOK1; DPYS; SLC22A1; SRPK1; NTRK1; AURKB; ZHX2; ADAMTS18; MAPK6; MAPK3; LIMK1; AURKA; HIF1A; MAPK8; PIK3CA; NR1I2; ABL1; VEGFA; IDH2; TNF; BLK; AR; CTNNB1; NFE2L2; ABCG2; WWOX; NOS3; CYP2C9; HMOX1; NTRK2; CYP3A4; PTPN6; PAX8; CDH13; SLC15A2; NTRK3; CDK8; DUSP2; UGT1A9; GMNN; IRAK1; DPYSL2; PTK2B; CBL; SLCO1B1; MAPK1; MKNK2; NF1; DRD2; YES1; NTSR1; HIPK2; MAP4K5; EIF4EP1; AXL; MINK1; CYP2C8; MAPK9; CYP2B6; PTEN; EPHA2; FGF3; FGF2; LYN; MAPK7	2024-07-24	
Sotorasib	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB15569">DB15569</a>	L01XX73	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4535757">CHEMBL4535757</a>	Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer	KRAS; HRAS; NRAS	2024-07-24	
Streptozocin	N	Y	N		N	2005	N	<a href="https://go.drugbank.com/drugs/DB00428">DB00428</a>	L01AD04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1651906">CHEMBL1651906</a>	Stage 4 islet cell carcinoma	SI; IGFBP1; DDIT3; S100B; SSTR1; CYP7B1; CSF2; TRPV1; TH; CTSD; PTGER4; HRAS; OGA; TGFB1; THRSP; SULT1A2; CD40; BCL2; ATF2; ADCYAP1; CDKN1B; ACP5; GALP; CYP2D6; VWF; KCNJ11; UCP1; LCAT; HGF; SLC2A4; SLC5A1; RAMP3; KCNA2; MT1H; NTRK1; HP; MMP2; PRKAA1; SLC2A5; SFTPB; SST; PREP; MYO9B; ENO2; PIK3CA; SLC16A3	2024-07-24	
Sugemalimab	Y	N	N		N	2024		<a href="https://go.drugbank.com/drugs/DB16641">DB16641</a>	L01FF11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594535">CHEMBL4594535</a>	Metastatic non-small cell lung cancer (NSCLC)		2024-07-25	
Sunitinib	Y	Y	N		N	2006	Y	<a href="https://go.drugbank.com/drugs/DB01268">DB01268</a>	L01EX01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL535">CHEMBL535</a>	Advanced Renal Cell Carcinoma; Soft Tissue Sarcoma (STS); Thyroid Cancers; Metastatic Pancreatic Neuroendocrine Tumors; Refractory Gastrointestinal stromal tumor; Unresectable, locally advanced Pancreatic Neuroendocrine Tumors	FLT1; PDGFRA; DPT; IL4R; KDR; KIT; DPP6; PDGFRB; RET; PDGFB; BAP1; PDGFA; NOS3; VHL; PTPN12; PDGFD; TP53; NR1I2; FGFR2; SLCO1B3; DPYSL2; FLT4; VEGFC; PDGFC; POR; FLT3; CSF1R; CA9; CTSV; DRD3; EWSR1; PTPRB; HIF1A; PTEN; CXCL8; LATS2; DPYS; MKI67; KDM5C; DRD2; YES1; NR1I3; CYP3A4; VEGFA; SLC22A5; FGFR1; PBRM1; PTK2B; HMOX1	2024-07-25	
Tafasitamab	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15044">DB15044</a>	L01FX12	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298047">CHEMBL4298047</a>	Refractory Diffuse large B-cell lymphoma NOS; Relapsed Diffuse large B-cell lymphoma NOS	GMFB; TNFRSF8; CD19	2024-07-24	
Tagraxofusp	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14731">DB14731</a>	L01XX67	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297573">CHEMBL4297573</a>	Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN)	CSF2RB; EEF2; IL3RA	2024-07-24	
Talazoparib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11760">DB11760</a>	L01XK04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137320">CHEMBL3137320</a>	Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer	MYCN; CDK12; MLH1; STK11; BRCA2; FLT3; SLFN11; PARP2; ATRX; GNAI2; ATR; BRAF; GNAI2P1; PSMD4; PARP1; NRAS; ARID1A; IDH1; EGFR; DNMT3A; ERBB2; IDH2; ATM; BRCA1; TET2; PALB2; PTEN	2024-07-24	
Talimogene Laherparepvec	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB13896">DB13896</a>	L01XX51	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108727">CHEMBL2108727</a>	Unresectable Skin Lesion	CSF2; CSF2RA	2024-07-24	
Talquetamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16678">DB16678</a>	L01FX29	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594503">CHEMBL4594503</a>	Relapsed and Refractory Multiple Myeloma	CD3G; GPRC5D; CD3E; CD3D	2024-07-24	
Tamoxifen	N	Y	Y		Y	1977	Y	<a href="https://go.drugbank.com/drugs/DB00675">DB00675</a>	L02BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL83">CHEMBL83</a>	Breast Cancer; Desmoid Tumors; Endometrial Cancer; Invasive Breast Cancer; Invasive Breast Carcinoma; Metastatic Breast Cancer; Ovarian Cancer	AURKA; ESR1; PGR; FMO3; ATXN2; ESR2; HSPB2; COL18A1; VDR; HEXB; PLD1; EHMT2; CYP2C9; MUC16; ERBB2; RRAS2; SLCO1A2; NFE2L2; NCOA3; NF1; TFF3; CYP2B6; CYP2D6; TP53; FMO1; CYP19A1; EDN1; PLD2; PIP; ZNF613; F2; E2F7; BRCA1; LRMDA; NR1I2; BAZ2B; ALDH3B1; CBX1; GGT1; GMNN; CCND1; MYOD1; DHFR; CYP1A2; SLCO2B1; KLK3; PIK3CA; UGT1A4; BCYRN1P2; NCOA1; NRG1; CETP; CYP3A4; ZNF423; CCNA2; TGM2; IGF1R; IDH1; NTRK1; GAPDH; KDM4A; BGLAP; TYMS; F5; TGFB1	2024-07-24	
Tarlatamab	N	Y	N		N	2024	N	<a href="https://go.drugbank.com/drugs/DB17256">DB17256</a>	L01FX33	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5095292">CHEMBL5095292</a>	Extensive-stage small cell lung cancer	GLRA2	2024-07-24	
Tazemetostat	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12887">DB12887</a>	L01XX72	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3414621">CHEMBL3414621</a>	Locally Advanced Epithelioid Sarcoma; Metastatic Epithelioid Sarcoma	SMARCB1; EZH2; ARID1A; FLT3; IDH1; SMARCA4; KDM6A	2024-07-24	
Tebentafusp	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15283">DB15283</a>	L01XX75	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297990">CHEMBL4297990</a>	Metastatic Uveal Melanoma (UM), Unresectable Uveal Melanoma	PMEL; TRBV20OR9-2; HLA-A; CD3G	2024-07-24	
Teclistamab	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16655">DB16655</a>	L01FX24	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594505">CHEMBL4594505</a>	Multiple Myeloma	CD3D; CD3E; CD3G; TNFRSF17	2024-07-24	
